source,target
62474,981
62474,982
62474,983
62474,984
62474,985
62474,986
62474,987
62474,988
62474,989
62474,990
62474,991
62474,992
62474,993
62474,994
62474,995
62474,996
310929,997
310929,998
310929,999
310929,1000
310929,1001
310929,1002
310929,1003
310929,1004
310929,1005
1102386,1007
1102386,1008
1102386,739
1102386,1010
1102386,1012
1102386,1014
1102387,1015
1102387,1016
1102387,1017
1034,1018
1034,1019
1034,1021
1034,1022
1034,1023
1034,1024
1034,1026
1034,1027
1034,1028
1034,1030
1034,1031
1034,1032
1034,1033
1034,1034
1034,1035
1034,1037
1034,1038
1034,1039
1034,1040
1034,1041
248841,1042
248841,1043
248841,1044
18130,1047
18130,1048
18130,1049
18130,1050
18130,1051
18130,1052
18130,1053
18130,1054
1152068,1055
1152068,1056
1067,1058
1067,1059
1067,35
1067,1061
1067,1062
1067,1066
1067,1067
1068,1068
1068,1069
1068,1071
1068,1073
1068,1074
1068,1075
1068,1076
1068,1077
1068,1078
1068,1080
1068,1081
1068,1082
1068,1083
1068,1084
1068,1085
1068,1087
1068,1088
1068,1089
1068,1090
1068,1091
1068,1092
1068,1093
343,1096
343,1098
343,1099
343,1109
343,1110
343,1115
343,1116
343,1118
343,1119
343,1120
343,1123
343,1126
343,1129
343,1132
343,1142
343,1147
343,1148
343,1149
1102396,1155
1102396,1156
1102396,915
163235,1159
163235,1160
163235,1161
163235,1162
163235,1163
163235,1164
163235,1165
163235,1166
163235,1167
163235,1168
163235,1169
163235,1170
163235,1171
163235,291
163235,1173
163235,1174
163235,1175
163235,1176
163235,1177
163235,1178
163235,1179
163235,1180
163235,1181
163235,1182
163235,1183
163235,1184
163235,1185
869983,1186
869983,1187
869983,1188
869983,1189
869983,1190
869983,448
869983,1192
869983,1193
869983,1194
869983,1195
869983,1196
869983,1197
869983,1198
869983,1199
869983,1200
869983,1201
869983,1202
869983,1203
869983,1204
869983,1205
869983,1206
869983,1207
869983,1208
869983,1209
869983,1210
869983,1211
869983,1212
869983,1213
869983,1214
869983,1216
869983,1217
1089479,1218
1089479,1219
1089479,1220
1089479,1221
1089479,1222
1089479,1223
1089479,1224
1089479,1225
1089479,1227
1089479,553
1102400,1229
1102400,1230
1102400,1231
1102400,1232
1102400,1233
1102400,1234
1102400,1235
1102400,1236
1102400,1237
1102400,1238
1102400,1239
1102400,1240
1102400,1243
1102400,1244
1102400,1245
1102400,1246
1102400,1247
67537,1248
67537,1249
67537,1250
67537,1251
67537,1253
67537,1254
67537,1255
67537,1256
67537,1257
67537,1258
67537,1259
67537,1260
67537,287
67537,1262
67537,1263
67537,1265
1102402,1266
1102402,1268
1102402,1269
1102402,1270
1102402,1271
1102402,1272
1102403,985
1102403,1274
1102403,1275
1102403,1276
1102403,1277
1102403,1278
1102403,1279
1102403,1280
1102403,1281
1102403,1282
1102403,1283
1102403,1284
1102404,193
1102404,1289
1102404,1291
54664,1292
54664,1293
54664,1295
54664,1296
54664,1297
54664,1298
54664,1299
54664,1300
54664,1301
54664,1302
54664,1303
54664,1304
54664,80
54664,1306
54664,1307
54664,1308
54664,1309
54664,1310
54664,1311
57596,1312
57596,1313
57596,1314
57596,1315
57596,1316
57596,1317
57596,1318
57596,1319
57596,1320
57596,1321
57596,1322
1152069,1323
1152069,1324
1152069,1325
1152069,1326
1152069,1327
1152069,1328
1152069,1329
1152069,1330
1152069,1331
1152069,1332
1152069,1334
1152069,1335
1152069,1336
1152069,1338
1152069,1339
1152069,1340
1152069,1341
1152069,1342
1152069,1343
1152069,1344
1152069,1345
1152069,1346
1152069,1347
1152069,1348
1152069,1349
1152069,1350
1152069,1352
1152069,1353
1152069,1354
1152069,1355
1152069,1356
1152069,1357
1152069,1358
1152069,1359
1152069,1360
1152069,1361
1152069,1362
1152069,1363
1152069,1364
1102407,1365
1102407,1366
1102408,1367
1102408,1368
1102408,1369
1102408,1370
1102409,1371
1102409,1372
1102409,1374
1102409,1375
1102409,1376
1102409,1377
1102409,1378
1102409,1379
1102409,1380
1102409,1381
1102409,1382
1102409,1383
1102409,1384
1102409,1385
1102409,1386
1402,1387
1402,1388
1402,1389
1402,1390
1402,1391
1402,1392
1402,1393
1402,1394
1402,1395
1402,1396
1402,1397
1402,1398
1402,1399
1402,1400
1402,1401
1402,1402
1416,1404
1416,1405
1416,1406
1416,1407
1416,1408
1416,1409
1416,1410
1416,1411
1416,1412
1416,1413
1416,1414
1416,1415
1416,1416
1416,1417
1416,1418
1416,305
1416,1420
1416,1421
1416,1422
1416,1423
1416,1424
1416,1425
1416,1426
1416,1427
1416,1428
1416,1429
1416,1431
1416,1432
1416,1433
1102412,1434
1102412,1435
1102412,1436
1102412,1438
1102412,1439
1102412,1440
1102412,1441
1102412,1442
1102412,1443
1102412,1444
1102412,1445
1102412,1446
1102412,1447
1102412,1448
1102412,1449
1102412,1450
2510,1451
2510,1452
2510,1453
2510,1454
2510,1455
2510,1456
2510,1457
2510,1458
2510,1460
2510,1461
93329,1462
93329,1463
93329,1464
93329,1465
93329,1466
93329,1467
93329,1468
93329,1469
93329,1470
93329,1471
93329,1472
93329,1473
93329,1474
93329,1475
93329,1476
93329,1477
93329,1478
93329,1479
93329,1480
399173,1481
399173,1482
399173,1483
399173,1484
399173,1485
399173,1250
399173,1488
399173,1489
399173,1490
399173,1491
399173,1492
399173,1493
399173,1262
399173,1496
399173,1497
399173,1498
399173,1501
399173,1502
1152070,1503
1152070,302
1152070,739
1152070,1510
1152070,1512
1152070,1513
18762,1514
18762,1515
18762,1516
18762,1517
18762,1518
18762,1519
18762,1520
18762,1521
18762,1522
18762,1523
18762,1524
44778,1525
44778,1526
44778,1527
44778,1528
44778,1529
44778,1530
44778,1531
44778,1532
44778,1533
44778,1534
44778,1535
44778,1536
1102419,1538
1102419,1540
1102419,1542
1102419,1543
1102419,1544
4090,1545
4090,1546
4090,1547
4090,1548
4090,1549
4090,1550
4090,1551
4090,1552
4090,1553
4090,1554
4090,1555
4090,1556
4090,1557
4090,1558
1102421,1559
1102421,1560
1102421,1561
1102421,1562
1102421,1563
1102421,1564
1102421,1565
1102421,1566
1102421,1567
1102421,1569
1102421,1570
1102421,1571
1102421,1572
1102421,1573
58588,899
58588,1575
58588,893
58588,1578
58588,902
58588,1580
58588,1581
58588,1582
58588,1583
58588,1585
58588,1587
58588,1588
58588,1590
58588,1055
58588,1594
58588,1595
58588,1596
58588,1597
1102423,1238
347725,1599
347725,1600
347725,1601
347725,1602
347725,1603
347725,1604
347725,1605
347725,1606
347725,1607
347725,1608
347725,1609
347725,1610
347725,1611
347725,1612
347725,1613
347725,1614
3853,1615
3853,1616
3853,1617
3853,1618
3853,1619
3853,1620
3853,1621
3853,1622
3853,1623
3853,1624
3853,1625
3853,1626
3853,1627
3853,1628
3853,1629
3853,487
3853,1631
3853,1632
1152071,1633
1152071,1634
1152071,1635
1152071,1636
1152071,1637
1152071,1638
1152071,1639
1152071,1640
1152071,1641
1152071,1642
1152071,1643
1152071,1644
1152071,1645
1152071,1646
1152071,1647
898749,1649
898749,1650
898749,1651
898749,1652
898749,1655
898749,1657
898749,1658
898749,1659
898749,1660
898749,1661
898749,1662
3288,1663
3288,1664
3288,1665
3288,1666
3288,1667
3288,1669
3288,1671
3288,1672
3288,1673
3288,1674
3288,1675
3288,1678
3288,1680
3288,1681
3288,1683
3288,1684
3288,1685
3288,1686
39474,187
39474,1688
39474,1689
39474,213
39474,1691
39474,1692
39474,219
39474,1694
39474,1696
39474,1697
10045,1698
10045,1699
10045,1700
10045,1701
10045,1703
10045,1704
10045,1705
10045,1707
10045,1708
10045,1709
10045,813
10045,1711
10045,1712
10045,1713
10045,410
10045,1715
10045,1717
10045,1718
25550,1719
25550,1720
25550,1721
25550,1722
25550,1724
25550,1725
25550,1726
25550,1727
25550,1728
25550,1729
25550,1730
25550,1731
25550,1732
25550,1733
25550,1735
25550,1736
25550,1737
25550,1738
25550,1739
25550,1740
25550,1742
25550,1743
25550,1270
25550,1745
1152072,1746
1152072,1747
1152072,1748
1152072,1749
1152072,1750
1152072,1751
1152072,1752
1152072,1753
1152072,1754
1152072,1755
1152072,1756
1152072,1757
1152072,1758
1152072,1759
1152072,1760
1152072,1761
1152072,1762
1102431,1763
1102431,1764
1102431,1765
1102431,1766
1102431,1767
1102431,1768
1102431,1769
1102431,1770
1102431,1771
1102431,1772
1102431,1773
1102431,1776
1102431,1777
6234,1778
6234,419
6234,1379
6234,1781
6234,1782
6234,1783
6234,1784
6234,1785
6234,1786
1102433,1787
1102433,1788
1102433,1789
1102433,2
1102433,1791
1102433,1792
1102433,1793
1102433,1795
1102433,1796
1102433,1797
1102433,1798
1102433,1799
1102433,1800
11914,1803
11914,1766
11914,1805
11914,1806
11914,1769
11914,1808
11914,1809
11914,1810
11914,1811
11914,1812
11914,1814
11914,1815
11914,1816
119114,1817
119114,1818
119114,1819
119114,1820
119114,1821
119114,1822
119114,1823
119114,1824
119114,1825
119114,36
119114,1827
119114,1828
119114,1829
119114,1830
119114,1831
119114,1832
59713,1833
59713,1834
59713,1835
59713,1836
59713,1837
59713,1838
59713,1839
59713,1840
59713,1841
59713,910
59713,1844
43208,1845
43208,1846
43208,1847
43208,1848
43208,1849
43208,1850
43208,1851
43208,1852
43208,69
43208,1854
43208,1855
43208,1856
43208,1857
43208,1858
43208,1859
43208,1860
43208,1861
43208,1862
43208,1863
43208,1864
43208,1865
43208,1866
43208,1867
43208,1868
43208,1869
43208,1870
43208,100
43208,1872
43208,1874
43208,1875
43208,1876
43208,1877
43208,1878
43208,1879
43208,1880
43208,1881
43208,1882
43208,1883
43208,1884
43208,1885
43208,1886
43208,1887
43208,1888
43208,1889
161583,1890
161583,1891
161583,1892
161583,1465
161583,1894
161583,1895
161583,1896
161583,1897
161583,1898
161583,1899
161583,1900
161583,1902
161583,1903
161583,1904
161583,1905
161583,1906
161583,1907
161583,1908
161583,1909
161583,1910
161583,1911
161583,1912
161583,1913
161583,1914
161583,1915
146943,1916
146943,1917
146943,1918
146943,1919
146943,1920
146943,1921
146943,1922
146943,1923
146943,1924
146943,1925
146943,1926
146943,1927
146943,1928
146943,783
146943,1930
146943,1931
146943,1932
1102440,1933
1102440,1934
1102440,1935
1102440,1936
1102440,1937
1102440,1938
1102440,1939
1102440,1940
1102440,1941
1102440,1943
1102440,1944
1102440,1945
1102440,930
1102440,1947
1102440,1949
1102440,1951
1102440,1952
1102440,1953
1102440,1954
1102440,1955
1102440,1956
1102440,1957
1102440,1958
1102440,1959
1102440,1960
1102440,938
1102440,1962
1102440,1963
1102440,1964
1102440,1965
1102440,1966
1102440,1967
1102441,609
1102441,1970
1102441,1971
1102441,1972
1102441,1973
1102441,1974
1102441,1975
1102441,1976
1102441,1977
1102441,1978
1102441,1980
1102441,1981
1102441,1982
1102441,1984
1102441,1985
1102441,1986
1102441,649
1102441,1990
1102441,1992
1102441,623
1102442,1994
1102442,1995
1102442,1996
1102442,1997
1102442,1998
1102442,1999
1102442,2000
1102442,2001
1102442,2002
1102442,2004
1102442,2005
9776,2006
9776,2007
9776,2008
9776,2009
9776,2010
9776,2011
9776,2012
9776,2013
9776,2014
9776,2016
9776,2017
9776,2018
9776,2019
9776,2020
9776,2021
9776,2022
9776,2023
9776,2024
9776,2025
9776,2026
502947,2027
502947,2028
502947,2029
502947,2030
502947,2032
4448,2034
4448,2035
4448,2036
4448,2037
4448,2038
4448,2039
4448,2040
4448,2041
4448,2042
4448,2044
4448,2045
106124,2049
106124,2050
422913,2053
422913,2054
422913,2055
422913,2056
422913,2057
422913,2058
422913,2059
422913,2060
422913,2062
422913,2063
422913,2064
422913,2065
422913,2066
422913,305
422913,2068
422913,2069
422913,2070
422913,2071
422913,2073
422913,2075
422913,2076
422913,2077
422913,2078
422913,2079
422913,2080
422913,2081
422913,2082
422913,2083
422913,2084
422913,2085
422913,2086
422913,2087
422913,2088
422913,2089
422913,1461
422913,2091
638478,2092
638478,1503
638478,2094
638478,2095
638478,2096
638478,384
638478,2098
638478,2099
638478,2100
638478,2101
638478,1008
638478,2104
638478,2105
638478,2106
638478,2107
638478,2108
638478,2109
638478,2110
638478,2113
638478,2114
638478,2115
638478,2116
638478,2117
638478,2118
638478,2119
638478,2120
638478,2121
236425,1559
236425,2123
236425,2124
236425,2125
236425,1561
236425,2127
236425,2128
236425,2129
236425,1565
236425,2131
236425,2132
236425,1570
236425,2134
1102451,2135
1102451,2136
1102451,2137
1102451,2138
1102451,2139
1102451,2140
1102451,2141
1102451,2142
1102451,2143
1102451,2144
1102451,2145
1102451,2146
1102451,2147
1102451,2148
1102451,2149
1102451,2150
1102451,2151
1102451,2152
1102451,2154
1102451,2156
1102451,2157
1102451,2158
1102451,2159
1102451,2160
1102451,2161
1102451,2162
1102451,2163
1102451,2127
1102451,2165
1102451,2166
1102451,2167
1102451,2168
1102451,2169
1102451,2170
1102451,2171
1102451,2172
1102451,2173
1102451,2174
1102451,2175
1102451,2176
1102451,2177
1102451,2178
1102451,2179
1102451,2180
1102451,2181
1102451,2182
1102451,2183
1102451,2184
1102451,2132
1102451,2186
1102451,2187
1102451,2188
1102451,2189
1102451,2190
1102451,2191
1102451,2192
1102451,2194
1102451,2195
1102451,2196
1102451,2197
1102451,2198
1102451,2199
1102451,2200
1102451,2201
1102451,2202
1102451,2203
1102451,2204
1102451,2205
1102451,2206
1102451,2208
1102451,2209
1102451,2210
1102451,2212
1102451,2213
1102451,2214
1102451,2215
1102451,2216
1102451,2217
1102451,2218
1102451,2219
1102451,2220
1102451,2221
1102451,2222
1102451,2224
1102451,2225
1102451,2226
1102451,2227
1102451,2228
1102451,2229
1102451,2129
1102451,2231
1102451,2232
1102451,2233
1102451,2234
1102451,2235
1102451,2236
1102451,1565
1102451,2239
1102451,2240
1102451,2241
1102451,2242
1102451,2243
1102451,2244
1102451,2245
1102451,2246
1102451,2247
1102451,2248
1102451,2249
1102451,2250
1102451,2252
1102451,2253
1102451,2257
1102451,2258
1102451,2259
1102451,2260
1102451,2261
1102451,2263
1102451,2266
1102451,2267
1102451,2268
1102451,2269
1102451,2270
1102451,2271
1102451,2272
1102451,2274
1102451,2275
1102451,2276
1102451,2277
1102451,2278
1102451,2279
1102451,2280
1102451,2282
1102451,2283
1102451,2284
1102451,2285
1102451,2286
1102451,2287
1102451,2288
1102451,2289
1102451,2290
1102451,2291
1102451,2292
1102451,2293
1102451,2295
1102451,2296
1102451,2297
1102451,2300
1102451,2301
1152073,2302
1152073,236
1152073,2304
1152073,2305
1152073,2306
1152073,1818
1152073,2308
1152073,2309
1152073,2310
1152073,1819
1152073,2312
1152073,2313
1152073,2314
1152073,2315
1152073,2316
1152073,2317
1152073,2318
1152073,2319
1152073,2320
1152073,1829
1152073,2323
1152073,2324
1152073,2325
1152073,2326
1152073,2327
1152073,2328
1152073,2329
1152073,2330
1152073,2331
1152073,2332
1152073,2333
1152073,2334
1152073,2335
1152073,2336
1152073,405
1152073,2338
1152073,2339
1152073,2341
1152073,2342
1152073,2343
1152073,2344
1152073,2346
1102452,2347
1102452,2348
1102452,2349
1102452,2351
1102452,2352
1102452,2353
1102452,2354
1102452,2355
1102452,2356
1102452,2357
1102452,2358
1102452,431
1102452,2360
1102452,2361
1102452,2362
1102452,2363
1102452,1957
1102452,2365
1102452,1272
1102452,2367
1102452,913
3844,2369
3844,2370
3844,2371
3844,2373
3844,2374
3844,2375
3844,2376
3844,2377
3844,2378
3844,2379
3844,2380
3844,2381
3844,2382
3844,2383
3844,2384
3844,2385
3844,2386
3844,2387
3844,2388
3844,1355
3844,2390
3844,2391
3844,2392
708761,2395
708761,2396
708761,2398
708761,2399
708761,2400
708761,2402
708761,819
708761,2404
708761,821
708761,2406
708761,2407
708761,2408
708761,829
708761,2410
708761,2411
708761,2412
708761,832
708761,2414
708761,2415
708761,2416
708761,2417
708761,838
708761,2419
708761,2421
708761,2422
708761,2423
708761,2424
40194,2425
40194,2426
40194,2428
40194,2429
40194,2430
40194,2431
40194,2432
40194,2433
40194,2434
40194,2435
40194,2436
40194,2437
40194,2438
40194,2439
40194,2440
40194,438
40194,2443
40194,2444
4330,2445
4330,2348
4330,2447
1152074,2449
1152074,2450
1152074,2451
1152074,2452
1152074,2453
1152074,2454
1152074,2455
1152074,2456
1152074,2457
1152074,2458
1152074,2459
1152074,2460
1152074,2461
7437,2462
7437,2463
7437,2464
7437,2465
7437,2054
7437,2468
7437,2469
7437,2470
7437,2471
7437,2472
7437,2473
7437,2474
7437,2475
7437,2476
7437,2478
7437,95
7437,2480
7437,2481
7437,2482
7437,2484
7437,2485
7437,2486
7437,2487
7437,2489
7437,2490
7437,1628
7437,2492
7437,2493
7437,2494
7437,2495
7437,2497
7437,2499
7437,2500
7437,2501
7437,2502
7437,2504
7437,2505
7437,2506
7437,1883
7437,2508
7437,2509
7437,2510
7437,2511
7437,2512
45660,446
45660,2514
45660,2515
45660,2516
45660,667
45660,2518
45660,2519
45660,2520
45660,2521
45660,2522
45660,2523
45660,2524
45660,2525
45660,2526
45660,2527
45660,2528
45660,2529
45660,2530
45660,2532
45660,2533
45660,2534
45660,2535
45660,2536
45660,2537
45660,2538
45660,679
45660,2540
45660,2541
45660,2542
45660,2543
45660,2544
45660,2545
45660,2546
45660,2547
45660,2548
45660,2549
45660,2550
45660,687
45660,2552
1102461,2553
1102461,2554
1102461,2557
1102461,2558
1050887,2559
1050887,2561
1050887,613
1050887,614
1050887,615
1050887,2565
1050887,2566
1050887,2567
1050887,2568
1050887,2569
1050887,2570
1050887,2571
1050887,2572
1050887,2573
1050887,2574
1050887,2575
1050887,2576
1050887,1977
1050887,2579
1050887,2580
1050887,2581
1050887,2582
1050887,2583
1050887,2584
1050887,2585
1050887,2587
1050887,2590
1050887,2591
1050887,2592
1050887,2593
1050887,2594
1050887,2595
1050887,2596
1050887,2597
1050887,629
1050887,2599
1050887,2601
1050887,2602
1050887,2603
1050887,2604
1050887,2605
1050887,2606
1050887,2607
1050887,2608
1050887,2610
1050887,2611
1050887,2612
1050887,2613
1050887,2614
1050887,2615
1050887,2616
1050887,2617
1050887,2618
1050887,2619
1050887,2620
1050887,2621
1050887,2622
1050887,2623
1050887,2624
1050887,2110
1050887,2627
1050887,2628
1050887,2632
1050887,2633
1050887,2634
1050887,2635
1050887,2636
1050887,2637
1050887,2638
1050887,2641
1050887,2642
1050887,2643
1050887,2644
1050887,2645
1050887,2646
1050887,2647
1050887,2649
1050887,2650
1050887,2651
1152075,2652
1152075,2653
1152075,2654
23695,2655
23695,2027
1102464,2658
1102464,2659
1102464,2660
1102464,2661
1102464,2662
1102464,2663
1102464,2665
1102464,2667
1102464,2668
1102464,2670
1102464,2671
1102464,2672
1102464,2673
1102464,2674
1102464,2675
1102464,2676
1102464,2677
1102464,2678
1102464,2679
1102464,2680
1102464,2681
1102464,2682
1102464,2683
1102464,2684
1102464,2685
1102464,252
1102464,2451
1102464,2688
1102464,2689
1102464,2691
1102464,2692
1102464,2693
1102464,2695
1102464,2696
1102464,2697
1102464,2698
1102464,2699
1102464,2700
1102464,2701
1102464,2702
1102464,2703
1102464,2704
1102464,2705
1102464,2707
1102464,2708
1102464,2709
1102464,2710
1102464,2711
1102464,909
1102464,1707
1102464,2714
1102464,2715
1102464,2716
1102464,2717
1102464,2718
1102464,2719
1102464,2720
1102464,2721
1102464,2722
1102464,2723
1102464,2724
1102464,2725
